"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,2.27728409817206,0.801,0.215,0,"11","EVI2A"
0,2.37394878206097,0.743,0.157,0,"11","ATP13A3"
0,2.28327189851976,0.982,0.397,0,"11","CD55"
0,2.27786634349619,0.86,0.275,0,"11","CTNNB1"
0,1.66312947881546,0.906,0.322,0,"11","ARRB2"
0,2.96833310075563,0.667,0.083,0,"11","RASSF2"
0,5.12749987997204,0.608,0.024,0,"11","ICAM1"
0,1.95810787670232,0.789,0.206,0,"11","ZYX"
0,4.04278716823471,0.637,0.054,0,"11","PFKFB3"
0,2.10612886922228,0.918,0.336,0,"11","ATP6V0B"
0,3.12556830552104,0.643,0.061,0,"11","CPPED1"
0,1.81101590048835,0.854,0.272,0,"11","TMEM167A"
0,4.01057028125838,0.614,0.032,0,"11","PILRA"
0,2.99023089734991,0.708,0.127,0,"11","OTUD1"
0,4.29639605234853,0.608,0.028,0,"11","LILRB3"
0,3.50524644139062,0.637,0.058,0,"11","CREG1"
0,4.6511503220824,0.602,0.023,0,"11","BST1"
0,2.38881036590041,0.743,0.165,0,"11","PLK3"
0,3.55180081968007,0.608,0.03,0,"11","APOBEC3A"
0,4.16456649062056,0.608,0.033,0,"11","TGFBI"
0,2.13105280511743,0.842,0.267,0,"11","PNPLA8"
0,1.92763087321016,0.959,0.384,0,"11","VMP1"
0,2.55085969629803,0.906,0.332,0,"11","ATP2B1"
0,2.64867252137616,0.614,0.04,0,"11","NRGN"
0,3.45808494324613,0.643,0.07,0,"11","DSE"
0,2.02500413437494,0.795,0.225,0,"11","KDM6B"
0,5.00234492524628,0.585,0.018,0,"11","SIRPA"
0,2.98092097881916,0.994,0.428,0,"11","S100A11"
0,2.07755160249041,0.754,0.191,0,"11","AZIN1"
0,2.20596625552308,0.719,0.156,0,"11","MAP2K3"
0,2.3933609493224,0.673,0.111,0,"11","THEMIS2"
0,1.94977174750615,0.749,0.187,0,"11","TET2"
0,4.57927829003511,0.585,0.023,0,"11","ASGR1"
0,2.12559641321568,0.743,0.183,0,"11","AGTRAP"
0,2.22617964261747,0.947,0.387,0,"11","CEBPB"
0,1.87818080336399,0.766,0.207,0,"11","PER1"
0,3.01189295261711,0.62,0.061,0,"11","TBXAS1"
0,1.98577783693088,0.737,0.179,0,"11","IFNGR1"
0,2.45889596375067,0.673,0.115,0,"11","MEGF9"
0,3.19733204172964,0.637,0.08,0,"11","EAF1"
0,1.66726458564168,0.813,0.256,0,"11","LAPTM4A"
0,1.90923779691016,0.86,0.303,0,"11","METTL9"
0,3.55217517770314,0.614,0.058,0,"11","PGD"
0,1.63817201712863,0.766,0.213,0,"11","GLIPR2"
0,0.977297405059677,0.889,0.336,0,"11","HLA-DRB1"
0,2.82934676573639,0.62,0.068,0,"11","METTL7A"
0,2.80452900654475,0.643,0.092,0,"11","RIPK2"
0,2.04628417992318,0.713,0.162,0,"11","SKAP2"
0,4.76492454914506,0.573,0.022,0,"11","CREB5"
0,2.32792172059237,0.702,0.151,0,"11","HSBP1"
0,1.85094352562786,0.965,0.415,0,"11","PLEK"
0,3.20140497066434,0.62,0.07,0,"11","PPIF"
0,2.44169522912834,0.667,0.118,0,"11","CTSA"
0,2.53423201226627,0.83,0.282,0,"11","AC007952.4"
0,1.60089140398768,0.86,0.312,0,"11","MYADM"
0,1.7851690010766,0.906,0.359,0,"11","GLIPR1"
0,1.81299911655151,0.953,0.406,0,"11","RAC1"
0,8.71565728640915,0.55,0.004,0,"11","IL1R2"
0,1.98225018934693,0.801,0.265,0,"11","IVNS1ABP"
0,2.37754339512826,0.649,0.114,0,"11","OGFRL1"
0,2.91346068836123,0.608,0.074,0,"11","EGR1"
0,1.7762213387785,0.801,0.267,0,"11","PKM"
0,2.58762905621061,0.614,0.082,0,"11","SNX18"
0,1.91127800077395,0.708,0.178,0,"11","PTGER2"
0,1.74965411857085,0.807,0.277,0,"11","FKBP1A"
0,3.90964272515212,0.567,0.037,0,"11","EMILIN2"
0,1.83536819747674,0.743,0.217,0,"11","RAB1A"
0,1.8000973439911,0.684,0.158,0,"11","TCIRG1"
0,4.09268943515097,0.556,0.03,0,"11","PRAM1"
0,3.82247594630618,0.561,0.036,0,"11","TMEM170B"
0,2.39910582839013,0.626,0.101,0,"11","CHP1"
0,4.40462841180862,0.55,0.025,0,"11","OSCAR"
0,2.81299823453834,0.596,0.072,0,"11","GAS7"
0,2.19110714081577,0.684,0.161,0,"11","GNAQ"
0,2.19355632834724,0.667,0.145,0,"11","ZNF281"
0,3.61399800145374,0.55,0.028,0,"11","RAB32"
0,4.22308890691593,0.55,0.029,0,"11","CLEC4A"
0,1.99121716279533,0.988,0.468,0,"11","ZEB2"
0,1.77709633948684,0.813,0.294,0,"11","ARL4A"
0,1.57490532036159,0.813,0.294,0,"11","AP2S1"
0,1.64762320952852,0.784,0.266,0,"11","CAPZA2"
0,2.15344528684675,0.661,0.143,0,"11","ATP6V0D1"
0,4.36888488437893,0.544,0.028,0,"11","HBEGF"
0,2.44049157714648,0.626,0.11,0,"11","ATP6V1B2"
0,1.58034595012741,0.754,0.238,0,"11","RHOG"
0,1.77760490756703,0.702,0.188,0,"11","PICALM"
0,2.74897100394233,0.596,0.082,0,"11","GNS"
0,3.4779427043154,0.567,0.053,0,"11","BASP1"
0,2.40877195703104,1,0.487,0,"11","TSPO"
0,1.57562571732679,0.725,0.214,0,"11","GBP2"
0,1.52236998266622,0.865,0.354,0,"11","GLRX"
0,1.35733352109921,0.778,0.268,0,"11","LYST"
0,2.54954111516234,0.632,0.124,0,"11","SLC25A37"
0,3.42134209081425,0.55,0.042,0,"11","SLC31A2"
0,2.16710781359665,0.655,0.147,0,"11","MAP2K1"
0,2.35855550713466,0.632,0.124,0,"11","IL17RA"
0,1.55493323734983,0.743,0.236,0,"11","TMED5"
0,3.49108465153658,1,0.493,0,"11","CTSS"
0,4.56585847554411,0.532,0.025,0,"11","SLC15A3"
0,2.35396779447717,0.637,0.13,0,"11","ARL5B"
0,1.56167913817408,0.836,0.33,0,"11","CMTM6"
0,1.96646760920288,0.702,0.196,0,"11","UBE2J1"
0,1.55491106435876,0.725,0.219,0,"11","H2AFJ"
0,1.6775860819906,0.696,0.192,0,"11","YBX3"
0,4.71759319951958,0.526,0.022,0,"11","AC015912.3"
0,1.80812615343164,0.731,0.228,0,"11","CNPY3"
0,1.66926642056069,0.696,0.194,0,"11","CASP1"
0,3.69060032624631,0.532,0.032,0,"11","ZNF385A"
0,2.01207298158093,0.661,0.162,0,"11","BACH1"
0,1.59956158512074,0.725,0.227,0,"11","PLP2"
0,4.46655946390747,0.52,0.023,0,"11","FGD4"
0,1.79281316003195,0.678,0.182,0,"11","ETF1"
0,1.83254264814747,0.661,0.166,0,"11","NUMB"
0,1.80790753434824,0.678,0.184,0,"11","NCOA4"
0,2.23187215343868,0.596,0.102,0,"11","SLC36A4"
0,3.97784097548453,0.526,0.033,0,"11","MIR222HG"
0,2.74123092509967,0.585,0.093,0,"11","MFSD1"
0,4.87713092199333,0.509,0.019,0,"11","AC096667.1"
0,1.41740661854184,0.754,0.264,0,"11","BNIP3L"
0,1.35651276755633,0.842,0.352,0,"11","CARD16"
0,1.2571304301765,0.702,0.216,0,"11","METRNL"
0,2.10254775520997,0.602,0.118,0,"11","RHOQ"
0,1.568918246428,0.655,0.171,0,"11","CUX1"
0,1.40081181142854,0.784,0.301,0,"11","MBD2"
0,1.52630239064477,0.713,0.23,0,"11","ZDHHC20"
0,4.60882149242836,0.503,0.02,0,"11","CD33"
0,2.5293089121983,0.719,0.237,0,"11","GPR183"
0,1.41131095226134,0.93,0.449,0,"11","GNG5"
0,3.22185867445733,0.532,0.051,0,"11","RXRA"
0,1.66170749695283,0.719,0.238,0,"11","NFKB1"
0,2.71188313969586,0.573,0.094,0,"11","ELL2"
0,1.98691514969416,0.608,0.129,0,"11","ZBTB43"
0,1.14305623191377,0.842,0.364,0,"11","ACAP2"
0,1.20826660801899,0.784,0.307,0,"11","CAPNS1"
0,1.33454711112581,0.713,0.236,0,"11","RAB11FIP1"
0,3.81984525134963,0.509,0.032,0,"11","LMO2"
0,4.32264941766541,0.503,0.027,0,"11","RBM47"
0,1.20622941383653,0.86,0.384,0,"11","CHMP1B"
0,0.891095461282,0.819,0.344,0,"11","MYO1F"
0,1.52969295908558,0.789,0.315,0,"11","BNIP2"
0,4.26754317575832,0.497,0.023,0,"11","SLC8A1"
0,4.22447940565079,0.497,0.025,0,"11","NPL"
0,1.39199437417746,0.731,0.259,0,"11","PGLS"
0,1.36559324277675,0.871,0.4,0,"11","RTN4"
0,4.06126063984873,0.503,0.032,0,"11","TFEC"
0,2.2727172519336,0.573,0.102,0,"11","C9orf72"
0,1.44357889442187,0.632,0.161,0,"11","RIN3"
0,5.2897368213923,0.485,0.015,0,"11","IL1RN"
0,1.52998047667406,0.702,0.232,0,"11","FBXL5"
0,1.72175525251429,0.626,0.156,0,"11","PLEC"
0,1.74869262422889,0.684,0.215,0,"11","TPP1"
0,1.60211996733036,0.749,0.281,0,"11","UPP1"
0,1.53956485411255,0.731,0.263,0,"11","GABARAPL1"
0,1.41687957554677,0.708,0.241,0,"11","FOSL2"
0,1.64366836290928,0.637,0.172,0,"11","COMT"
0,8.10709949283337,0.468,0.005,0,"11","CCL20"
0,3.61062696360983,0.509,0.046,0,"11","CKAP4"
0,1.21549026342334,0.713,0.252,0,"11","SOCS3"
0,4.67767122298917,0.48,0.019,0,"11","LILRA5"
0,1.28584422973245,0.737,0.276,0,"11","CHMP2A"
0,1.95950534576587,0.503,0.043,0,"11","RGS18"
0,3.05352700311348,0.515,0.055,0,"11","ATF3"
0,1.44364601742881,0.596,0.136,0,"11","AOAH"
0,2.58740559088554,0.544,0.086,0,"11","THAP2"
0,2.36216535817647,0.556,0.099,0,"11","SOAT1"
0,3.82697452513878,0.485,0.028,0,"11","CCR1"
0,1.83493670250404,0.608,0.151,0,"11","LAMP2"
0,4.27555977797029,0.474,0.017,0,"11","CLU"
0,1.25460682006314,0.836,0.379,0,"11","MIDN"
0,1.80346222441751,0.637,0.181,0,"11","NABP1"
0,1.58951779883628,0.632,0.176,0,"11","PURB"
0,1.95983466978974,0.573,0.117,0,"11","LGALS9"
0,1.4514333462624,0.749,0.294,0,"11","PTEN"
0,5.70177043402797,0.468,0.013,0,"11","RETN"
0,2.03373292835175,0.538,0.084,0,"11","SYK"
0,2.23761924415302,0.567,0.113,0,"11","CRTAP"
0,2.15261791837729,0.977,0.523,0,"11","EVI2B"
0,3.10468970556858,0.52,0.067,0,"11","CDKN1A"
0,1.38052354760987,0.813,0.36,0,"11","ATP6AP2"
0,4.38675429903558,0.474,0.022,0,"11","HNMT"
0,1.8887610035632,0.567,0.116,0,"11","ZNF267"
0,5.31711915665406,0.462,0.013,0,"11","QPCT"
0,1.07309224579546,0.871,0.422,0,"11","JMJD1C"
0,1.41089960523911,0.772,0.324,0,"11","PPP1R15B"
0,1.83039229212734,0.836,0.389,0,"11","CCL4"
0,2.39377884056385,0.532,0.086,0,"11","VIM-AS1"
0,1.48576104579102,0.62,0.174,0,"11","MGAT1"
0,1.47590212534829,0.649,0.204,0,"11","CPEB4"
0,1.44876838695473,0.614,0.169,0,"11","HIPK3"
0,1.01853185254003,0.819,0.374,0,"11","CKLF"
0,2.88418924481747,0.491,0.047,0,"11","DOCK5"
0,1.13964880357235,0.713,0.269,0,"11","TPM4"
0,2.25370884073038,0.544,0.101,0,"11","GRASP"
0,1.10181169483571,0.865,0.422,0,"11","EIF1B"
0,1.64167690046815,0.608,0.165,0,"11","CTBS"
0,1.97048776611449,0.579,0.136,0,"11","PLSCR1"
0,3.39876114074805,0.48,0.038,0,"11","CR1"
0,1.27319127118011,0.749,0.308,0,"11","GNB2"
0,1.89985407425547,0.561,0.121,0,"11","ATG16L2"
0,2.7944972102333,0.532,0.092,0,"11","CCL4L2"
0,1.53848941939188,0.614,0.175,0,"11","ADPGK"
0,1.75572573014652,0.585,0.146,0,"11","EHBP1L1"
0,1.12817922978042,0.702,0.263,0,"11","VASP"
0,1.78024902512125,0.515,0.077,0,"11","RASSF4"
0,1.29023374250356,0.947,0.509,0,"11","NDUFB1"
0,1.74977937087313,0.585,0.147,0,"11","PRNP"
0,1.09436606438899,0.661,0.224,0,"11","AGTPBP1"
0,3.41894622989289,0.474,0.037,0,"11","ZFHX3"
0,1.46908189737014,0.62,0.184,0,"11","ATG3"
0,1.77833204594198,0.561,0.126,0,"11","MYD88"
0,3.70785402982024,0.468,0.033,0,"11","CD86"
0,1.43775586057625,0.661,0.226,0,"11","HSD17B11"
0,0.880267051835441,0.678,0.243,0,"11","PTPN12"
0,2.52185940496486,0.526,0.091,0,"11","LACTB"
0,0.574106398033555,0.953,0.518,0,"11","CD74"
0,1.74317129749164,0.561,0.127,0,"11","PSEN1"
0,1.28179572021124,0.848,0.414,0,"11","IRF2BP2"
0,2.14781924529258,0.538,0.106,0,"11","MAPK6"
0,3.07869506849288,0.485,0.053,0,"11","SULT1A1"
0,2.95956132342165,0.491,0.06,0,"11","LDLR"
0,2.52539598027057,0.988,0.557,0,"11","MCL1"
0,1.37945579606749,0.696,0.265,0,"11","RNF149"
0,3.73378812891964,0.462,0.032,0,"11","MCTP1"
0,3.27224522111796,0.468,0.038,0,"11","ENTPD1"
0,1.48795699222729,0.632,0.202,0,"11","SEC22B"
0,0.941588341508608,0.766,0.336,0,"11","IL10RA"
0,7.27147254404651,0.433,0.004,0,"11","TNFAIP6"
0,4.29276151458809,0.444,0.016,0,"11","F13A1"
0,3.92240100934366,0.45,0.022,0,"11","SMIM25"
0,1.49715367451172,0.596,0.17,0,"11","ATOX1"
0,1.67234475728346,0.602,0.177,0,"11","CSRNP1"
0,2.80164349072866,0.485,0.06,0,"11","PLXNC1"
0,3.06385181981102,0.988,0.564,0,"11","SAT1"
0,0.967973934492654,0.918,0.494,0,"11","CD63"
0,0.967955093077282,0.93,0.507,0,"11","USP15"
0,1.64479630965306,0.579,0.156,0,"11","NAIP"
0,1.05604713274853,0.784,0.362,0,"11","C16orf72"
0,4.73699146021407,0.439,0.017,0,"11","KCNE3"
0,1.8599269741538,0.538,0.117,0,"11","DPYSL2"
0,1.92509310381975,0.532,0.111,0,"11","PRKACA"
0,0.985079570433919,0.743,0.323,0,"11","STMP1"
0,2.65057426564967,0.48,0.06,0,"11","UNC93B1"
0,1.87575512347202,0.994,0.575,0,"11","ANXA1"
0,1.32276994593409,0.678,0.259,0,"11","PGAM1"
0,1.566938592011,0.585,0.166,0,"11","WDFY2"
0,1.38961674706795,0.678,0.26,0,"11","GSTO1"
0,3.82950380237379,0.444,0.026,0,"11","IL13RA1"
0,1.07601148959608,0.754,0.336,0,"11","LAMTOR1"
0,4.38611721186159,0.439,0.021,0,"11","SHTN1"
0,1.50408954993799,0.596,0.178,0,"11","WASHC4"
0,1.25474430430006,0.667,0.25,0,"11","MED13L"
0,0.782403918963287,0.678,0.261,0,"11","POU2F2"
0,1.47951929517171,0.608,0.191,0,"11","CDC42EP3"
0,1.81615354769493,0.544,0.128,0,"11","ATP6AP1"
0,2.60144146758467,0.485,0.069,0,"11","BCL3"
0,1.30076616897961,0.632,0.218,0,"11","LAMTOR2"
0,1.77734764127959,0.515,0.101,0,"11","LAT2"
0,1.08575934627706,0.661,0.248,0,"11","TMEM165"
0,3.07582342999811,0.45,0.038,0,"11","FES"
0,3.57405494921262,0.439,0.027,0,"11","HMOX1"
0,6.95764515181889,0.415,0.004,0,"11","FLT3"
0,1.69355105823188,0.567,0.156,0,"11","ARL8B"
0,1.44032690779619,0.614,0.204,0,"11","JARID2"
0,2.7106788028129,0.462,0.052,0,"11","CORO1C"
0,1.1518919110137,0.912,0.503,0,"11","GSTP1"
0,0.741097948776207,0.825,0.416,0,"11","TXN"
0,1.18965568231115,0.743,0.334,0,"11","USP3"
0,2.21467085609542,0.48,0.071,0,"11","APP"
0,1.08646550877432,0.725,0.317,0,"11","YWHAE"
0,0.748715002946751,0.883,0.477,0,"11","CAPZA1"
0,1.47965479436068,0.561,0.156,0,"11","SH3BP2"
0,0.965898877251833,0.62,0.215,0,"11","MEF2A"
0,3.81877773358946,0.433,0.028,0,"11","SMCO4"
0,1.13145804412478,0.684,0.28,0,"11","ATP1B3"
0,1.74074819494509,0.515,0.111,0,"11","NPTN"
0,1.6806070497908,0.988,0.584,0,"11","PPP1R15A"
0,0.80965073032504,0.702,0.3,0,"11","TNFRSF1B"
0,2.37960985451257,0.48,0.079,0,"11","SSFA2"
0,1.52768754242805,0.596,0.195,0,"11","SERPINB9"
0,1.27977073910265,0.585,0.185,0,"11","PLEKHO1"
0,4.53459831304516,0.415,0.016,0,"11","LILRA2"
0,0.944049681201602,0.649,0.251,0,"11","RNH1"
0,1.88852858597505,0.515,0.117,0,"11","PRDX3"
0,3.22327346754259,0.444,0.046,0,"11","GAA"
0,2.86397534951919,0.45,0.052,0,"11","MAFG"
0,4.10183117397174,0.415,0.017,0,"11","AL034397.3"
0,1.08934518288284,0.684,0.287,0,"11","HEBP2"
0,0.973555977920173,0.661,0.264,0,"11","GNAI3"
0,1.37592279353524,0.573,0.176,0,"11","FAR1"
0,0.766217870457809,0.819,0.423,0,"11","ENY2"
0,1.97531431820832,0.497,0.102,0,"11","MANBA"
0,1.18025652647998,0.801,0.406,0,"11","PGK1"
0,2.08072259653059,0.503,0.108,0,"11","NFKB2"
0,0.875035432857998,0.702,0.307,0,"11","TACC1"
0,0.955301468063001,0.836,0.441,0,"11","CSTB"
0,1.10862618210081,0.637,0.243,0,"11","NBPF19"
0,2.10125015907195,0.491,0.097,0,"11","OAZ2"
0,1.40238835524568,0.503,0.109,0,"11","ITGAX"
0,0.85827747455079,0.795,0.401,0,"11","WSB1"
0,0.818612863419563,0.696,0.302,0,"11","WDR26"
0,1.83598359183501,0.503,0.11,0,"11","SLC6A6"
0,1.27181333200808,0.637,0.244,0,"11","RBPJ"
0,0.912637064649571,0.772,0.379,0,"11","TPI1"
0,2.5542250570753,0.45,0.057,0,"11","MBOAT7"
0,2.31993220093419,0.48,0.088,0,"11","PQLC1"
0,1.01715680322869,0.848,0.456,0,"11","PPP1CB"
0,4.68310240129467,0.409,0.017,0,"11","NFAM1"
0,1.22600657100907,0.947,0.555,0,"11","SH3BGRL"
0,1.08695192501224,0.965,0.574,0,"11","ARPC5"
0,0.787295278902456,0.871,0.48,0,"11","REL"
0,1.21230952217837,0.737,0.346,0,"11","MAP3K2"
0,1.17152609207961,0.626,0.235,0,"11","PTK2B"
0,1.33313093271601,0.55,0.159,0,"11","FAM96A"
0,1.25270225367857,0.544,0.154,0,"11","HLA-DMA"
0,0.937406412894027,0.626,0.236,0,"11","MAPRE1"
0,1.69182471733816,0.538,0.149,0,"11","RHOB"
0,0.928334620619974,0.912,0.524,0,"11","HCLS1"
0,2.97274664046813,0.439,0.051,0,"11","SLC16A6"
0,1.5339971326318,0.526,0.138,0,"11","PTTG1IP"
0,4.14145952539906,0.409,0.021,0,"11","IL18"
0,1.29479102137126,0.842,0.454,0,"11","SLC2A3"
0,3.00562447205172,0.427,0.04,0,"11","MGST2"
0,1.07767780298591,0.585,0.198,0,"11","SLCO3A1"
0,2.04739692005497,0.48,0.094,0,"11","ATP11A"
0,0.692426200797339,0.749,0.363,0,"11","RAB5IF"
0,2.90286630448209,0.427,0.041,0,"11","TMEM91"
0,1.40916633283515,0.602,0.217,0,"11","EHD1"
0,0.98982708236511,0.591,0.207,0,"11","ARHGAP26"
0,1.49871933808218,0.515,0.133,0,"11","STX10"
0,1.33246239337226,0.538,0.157,0,"11","YTHDF3"
0,4.37518150467627,0.398,0.018,0,"11","CSF2RA"
0,0.730609953838789,0.883,0.503,0,"11","TMBIM4"
0,1.90802967508312,0.48,0.1,0,"11","SPTLC2"
0,1.63960481606961,0.526,0.146,0,"11","BID"
0,3.47542568688759,0.409,0.029,0,"11","LRRC25"
0,4.90901229811184,0.392,0.013,0,"11","B3GNT5"
0,0.947197560702676,0.737,0.358,0,"11","ATP6V1F"
0,0.927341781083281,0.854,0.475,0,"11","BLOC1S1"
0,1.74577846512687,0.485,0.107,0,"11","NR4A1"
0,1.07467640667401,0.661,0.284,0,"11","KLF9"
0,0.893191572646547,0.731,0.354,0,"11","CELF1"
0,1.00229347221717,0.854,0.477,0,"11","MAP1LC3B"
0,1.02577131146514,0.871,0.494,0,"11","ROCK1"
0,1.06803784549155,0.596,0.219,0,"11","RGS19"
0,0.860355569538267,0.696,0.319,0,"11","REEP5"
0,4.65225073163792,0.392,0.017,0,"11","CD1D"
0,1.90859523987944,0.497,0.122,0,"11","MTMR6"
0,0.896702611512211,0.778,0.404,0,"11","SNX3"
0,1.52834993723928,0.538,0.164,0,"11","MDM2"
0,1.06108030038517,0.936,0.563,0,"11","ACTR3"
0,0.767789362524902,0.731,0.358,0,"11","CD46"
0,1.99966155558013,0.462,0.089,0,"11","HEXB"
0,1.66337913254959,0.491,0.119,0,"11","NOTCH2"
0,2.37987288840136,0.439,0.067,0,"11","FAM49A"
0,2.37345732514541,0.444,0.072,0,"11","RELT"
0,3.47146693369815,0.398,0.026,0,"11","SIRPB1"
0,2.5011072580099,0.427,0.056,0,"11","RNF19B"
0,1.11715265457228,0.947,0.576,0,"11","PCBP1"
0,0.793417894395234,0.673,0.303,0,"11","MGST3"
0,5.45731764170684,0.38,0.01,0,"11","CLEC4D"
0,2.98454605983086,0.409,0.04,0,"11","MPP1"
0,2.00800163028978,0.48,0.111,0,"11","TLE3"
0,0.966088167759609,0.789,0.421,0,"11","GRB2"
0,1.01328505183085,0.591,0.223,0,"11","TANK"
0,4.11211922375274,0.386,0.018,0,"11","STAB1"
0,2.05445948230936,0.444,0.077,0,"11","RARA"
0,5.86520286015312,0.374,0.007,0,"11","FPR2"
0,1.7411190758278,0.491,0.124,0,"11","MAFF"
0,2.26127676292819,0.439,0.073,0,"11","UBXN11"
0,2.9496228373501,0.415,0.049,0,"11","MSRB1"
0,1.23379022168213,0.544,0.179,0,"11","BAZ2B"
0,4.84823569244647,0.38,0.015,0,"11","PTAFR"
0,0.640961480583697,0.953,0.588,0,"11","CLIC1"
0,0.726567965949407,0.819,0.454,0,"11","CAP1"
0,4.31131739588309,0.386,0.022,0,"11","ZEB2-AS1"
0,2.84330044533769,0.421,0.057,0,"11","VNN2"
0,0.874220146041038,0.713,0.349,0,"11","NOP10"
0,0.932216010116393,0.585,0.224,0,"11","PTPN6"
0,2.10697377238342,0.444,0.083,0,"11","MIR22HG"
0,0.852288398377322,0.801,0.441,0,"11","CSNK1A1"
0,1.02289809013969,0.556,0.196,0,"11","TIMM8B"
0,1.14431486430563,0.556,0.196,0,"11","CWC25"
0,1.64491120611964,0.485,0.125,0,"11","AZI2"
0,1.75599295815053,0.456,0.096,0,"11","CHPT1"
0,2.00839944484078,0.474,0.116,0,"11","ABHD5"
0,2.028370889838,0.45,0.092,0,"11","PNP"
0,5.9027978123992,0.363,0.006,0,"11","MARC1"
0,0.917460107948953,0.655,0.299,0,"11","GDI2"
0,1.79705111224574,0.462,0.106,0,"11","TMEM205"
0,2.4062420369875,0.409,0.053,0,"11","CTNNA1"
0,1.23307856313795,0.509,0.153,0,"11","CYB5R4"
0,1.01973923141434,0.579,0.223,0,"11","HOOK3"
0,4.68900143019076,0.368,0.012,0,"11","HOMER3"
0,1.5384858803251,0.544,0.189,0,"11","EIF4E"
0,0.993362624618561,0.556,0.201,0,"11","PRKAG2"
0,1.65349394650623,0.468,0.113,0,"11","LIPA"
0,1.7762611420146,0.456,0.101,0,"11","NBPF14"
0,0.846148598795467,0.573,0.218,0,"11","LIMS1"
0,1.48482892196174,0.901,0.546,0,"11","HMGB2"
0,1.00646320824345,0.567,0.212,0,"11","SNX2"
0,3.46179608309296,0.386,0.031,0,"11","TTYH3"
0,1.35386292333219,0.439,0.084,0,"11","IRF8"
0,1.06490887398654,0.556,0.202,0,"11","UBE2R2"
0,1.08391305943299,0.515,0.161,0,"11","LEPROT"
0,4.82181361922167,0.368,0.014,0,"11","WDFY3"
0,0.891451408936104,0.947,0.593,0,"11","IQGAP1"
0,0.969342447196414,0.556,0.203,0,"11","PARVG"
0,1.14523021231895,0.953,0.6,0,"11","ARPC1B"
0,1.79386125983301,0.439,0.086,0,"11","DENND3"
0,1.61091229422382,0.474,0.121,0,"11","PDXK"
0,2.7832406462022,0.409,0.057,0,"11","MID1IP1"
0,1.14513411054915,0.52,0.168,0,"11","AP1G1"
0,0.912193504656657,0.836,0.485,0,"11","ENO1"
0,1.05830132143433,0.965,0.614,0,"11","RHOA"
0,1.68945223510883,0.503,0.152,0,"11","PLIN2"
0,0.825681140517298,0.579,0.228,0,"11","GNA13"
0,1.15694935296006,0.579,0.229,0,"11","CHMP4B"
0,1.70669211883132,0.462,0.113,0,"11","PLD3"
0,2.18727893433994,0.421,0.072,0,"11","PHC2"
0,2.58489740725273,0.415,0.066,0,"11","DENND5A"
0,1.45552090080768,0.883,0.534,0,"11","GADD45B"
0,1.51103173192742,0.491,0.143,0,"11","ASAP1"
0,4.29539095119693,0.363,0.015,0,"11","LILRB4"
0,0.983126563616168,0.702,0.355,0,"11","PRDX1"
0,1.81043787915163,0.48,0.133,0,"11","NRIP1"
0,1.82867408428948,0.45,0.104,0,"11","ACSL4"
0,5.01455977989628,0.357,0.011,0,"11","FCAR"
0,1.76020336693287,0.462,0.117,0,"11","CAT"
0,0.786377573829359,0.526,0.181,0,"11","MMP24OS"
0,4.97222260005668,0.357,0.012,0,"11","HK3"
0,1.06296682862393,0.561,0.217,0,"11","SAT2"
0,2.63252836888562,0.392,0.048,0,"11","GAPT"
0,0.78409974377128,0.901,0.557,0,"11","CFLAR"
0,0.864536522646621,0.608,0.264,0,"11","FAM120A"
0,1.92799540866374,0.415,0.071,0,"11","LTB4R"
0,1.46295501864052,0.468,0.125,0,"11","SNX27"
0,1.22492747569718,0.509,0.166,0,"11","OS9"
0,0.922498440782436,0.561,0.219,0,"11","RUNX1"
0,2.3809437670674,0.404,0.062,0,"11","RNPEP"
0,0.921430290332361,0.532,0.19,0,"11","FAM200B"
0,2.70211902347124,0.386,0.044,0,"11","NCF4"
0,2.16344746394806,0.415,0.073,0,"11","BLVRA"
0,1.81804996440342,0.427,0.085,0,"11","ITPRIP"
0,5.06147127020926,0.351,0.009,0,"11","MCEMP1"
0,0.940429672857524,0.673,0.332,0,"11","ATP5PB"
0,3.35888473748152,0.374,0.033,0,"11","KYNU"
0,1.01602461540187,0.889,0.548,0,"11","ZFP36L1"
0,0.790285237620958,0.825,0.484,0,"11","GPX4"
0,1.47704350499174,0.462,0.122,0,"11","ADIPOR1"
0,1.73753849975345,0.462,0.122,0,"11","OXSR1"
0,2.66044807041585,0.386,0.046,0,"11","NUDT16"
0,4.38833623473407,0.357,0.017,0,"11","LINC00937"
0,1.10076179397862,0.497,0.157,0,"11","ACADVL"
0,1.00900962333184,0.918,0.579,0,"11","LAMTOR4"
0,2.54561503935651,0.398,0.059,0,"11","PLEKHG2"
0,2.52268822902363,0.392,0.054,0,"11","RP2"
0,4.00434171412142,0.357,0.019,0,"11","EGR3"
0,0.972029975717157,0.567,0.229,0,"11","MYO9B"
0,2.77679495062247,0.38,0.043,0,"11","QSOX1"
0,7.35708315234133,0.339,0.002,0,"11","DNAAF1"
0,4.03459268632774,0.357,0.02,0,"11","CXCL16"
0,2.44849194445659,0.398,0.062,0,"11","MTF1"
0,2.34839189358097,0.398,0.062,0,"11","TOM1"
0,0.996806723653076,0.596,0.26,0,"11","CLTA"
0,1.62690011532123,0.439,0.104,0,"11","IRAK1"
0,4.88727419543356,0.345,0.01,0,"11","SGMS2"
0,1.08268372571127,0.532,0.198,0,"11","SKIL"
