"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
5.84829962235744e-11,0.292113980481463,0.605,0.618,1.17036172042617e-06,"6","RHOA"
6.26776408552132e-11,0.369686698714488,0.568,0.579,1.25430494879453e-06,"6","ARID1B"
9.59539114830932e-11,0.323383906839467,0.608,0.631,1.92022967659966e-06,"6","SRSF11"
1.49250833914039e-10,0.368659402176845,0.606,0.628,2.98680768828774e-06,"6","ATRX"
1.5690226895515e-10,0.729644028520332,0.309,0.274,3.13992820633047e-06,"6","SAR1A"
1.61030078160707e-10,0.595432703352134,0.33,0.296,3.22253392415206e-06,"6","RASA3"
1.83379755824831e-10,0.410912575325425,0.449,0.435,3.66979567356651e-06,"6","SCP2"
1.8786971978102e-10,0.289000098134025,0.633,0.659,3.75964883225777e-06,"6","SERBP1"
1.96260563356532e-10,0.676766331040699,0.295,0.258,3.92756639389091e-06,"6","RBBP7"
2.07362349513573e-10,0.696859328319032,0.284,0.246,4.14973533846563e-06,"6","RC3H1"
2.39261943590918e-10,0.500557411672079,0.38,0.347,4.78811001514146e-06,"6","XBP1"
2.5858315488847e-10,0.700138376125604,0.251,0.208,5.17476609562806e-06,"6","TRAPPC2"
2.594726655758e-10,0.672573100080844,0.276,0.238,5.1925669835029e-06,"6","FBXO7"
2.8504709703725e-10,0.508194548275179,0.387,0.372,5.70436250590944e-06,"6","RPS19BP1"
2.99122504543448e-10,0.478396208835305,0.434,0.42,5.98603956092347e-06,"6","NAP1L4"
3.22421644938231e-10,0.351427142775744,0.568,0.586,6.45230195850388e-06,"6","PAIP2"
3.33094218873953e-10,0.640607524965202,0.356,0.331,6.66588150810554e-06,"6","HIPK1"
3.53466811375824e-10,0.513969314899196,0.396,0.378,7.073577829253e-06,"6","RBM33"
3.72568420559105e-10,0.644596917310908,0.304,0.269,7.45583923222881e-06,"6","POLR2B"
3.825635364052e-10,0.650491476678764,0.313,0.282,7.65586149054087e-06,"6","RBM6"
4.12772038771436e-10,0.291200512256317,0.624,0.649,8.26039403989398e-06,"6","ACTR2"
4.14233758405658e-10,0.348620506369208,0.556,0.573,8.28964597321402e-06,"6","ZRANB2"
4.55122384224182e-10,0.682808991996317,0.292,0.259,9.10790915309434e-06,"6","COQ10B"
4.83693751718306e-10,0.635322837507073,0.299,0.263,9.67967935938674e-06,"6","USP33"
5.24205567842273e-10,0.624465774500077,0.292,0.25,1.04904018236596e-05,"6","PARP15"
5.59841284442086e-10,0.359395407495871,0.542,0.544,1.1203543784255e-05,"6","IDS"
5.95964166905105e-10,0.604950936555066,0.329,0.299,1.1926434908105e-05,"6","PCMTD1"
7.33898719573745e-10,0.443572268887455,0.454,0.443,1.46867811761098e-05,"6","RICTOR"
7.50460360521288e-10,0.31010321818703,0.598,0.63,1.5018212734752e-05,"6","ATP5IF1"
7.6145667549099e-10,0.730765806651557,0.27,0.231,1.52382709899257e-05,"6","TERF1"
9.45530764795421e-10,0.635447050328739,0.321,0.291,1.8921961665086e-05,"6","STK38"
1.02002584156935e-09,0.548311020034362,0.389,0.375,2.04127571414858e-05,"6","TMED10"
1.08183439984089e-09,0.251192616103084,0.716,0.746,2.16496700096158e-05,"6","PCBP2"
1.10118802965076e-09,0.358993712645889,0.439,0.412,2.20369748493709e-05,"6","ITGA4"
1.2860830178596e-09,0.275976959393869,0.595,0.614,2.57370933534062e-05,"6","SP100"
1.36476741019464e-09,0.361911508165455,0.547,0.557,2.73117254128152e-05,"6","CREBRF"
1.47944678730028e-09,0.569534424133736,0.338,0.309,2.96066891074531e-05,"6","RIOK3"
1.65268909668725e-09,0.498154402549188,0.452,0.445,3.30736142029053e-05,"6","BOD1L1"
1.76584724620454e-09,0.503111317111561,0.37,0.344,3.53381350910453e-05,"6","ZBTB7A"
1.82279880078795e-09,0.526411318298415,0.365,0.337,3.64778496013685e-05,"6","IL10RA"
1.89057947075355e-09,0.455131409376338,0.45,0.439,3.78342763687201e-05,"6","UCP2"
2.04784722512841e-09,0.621141100084505,0.285,0.249,4.09815186692697e-05,"6","SPTY2D1"
2.09131378881011e-09,0.400572137566122,0.426,0.408,4.1851371541668e-05,"6","TBC1D10C"
2.20034923614776e-09,0.647161947728718,0.288,0.253,4.40333889137889e-05,"6","ZNF326"
2.69106803507668e-09,0.371497751912218,0.498,0.508,5.38536535179546e-05,"6","C9orf16"
2.77637290935218e-09,0.495461900699768,0.397,0.381,5.55607746619557e-05,"6","BAX"
2.92684076974581e-09,0.31256115749512,0.603,0.63,5.85719374841531e-05,"6","SCAF11"
3.06677261363575e-09,0.541101153181605,0.385,0.375,6.13722535440786e-05,"6","ENSA"
3.97095845094952e-09,0.389126113708026,0.464,0.439,7.94668205204019e-05,"6","IKZF3"
5.08504927054787e-09,0.490375929911588,0.38,0.36,0.000101762006002204,"6","ATXN7L3B"
5.22866372421049e-09,0.62389623468741,0.309,0.279,0.0001046360184489,"6","MUC20-OT1"
5.5803082155137e-09,0.548782561583062,0.328,0.298,0.00011167312800886,"6","PPP1R18"
7.80488651486166e-09,0.608524286535564,0.293,0.263,0.000156191388935412,"6","RAB8A"
8.28109159023427e-09,0.55233874866014,0.372,0.357,0.000165721204903768,"6","POLR2K"
9.98708493682443e-09,0.360857809928346,0.528,0.55,0.000199861543755731,"6","VPS13C"
1.21659440299737e-08,0.581290088405895,0.309,0.279,0.000243464871927834,"6","NCOA7"
1.4116349644766e-08,0.621347794673933,0.314,0.291,0.000282496389091058,"6","LAMP1"
1.85012574149823e-08,0.457823114728951,0.415,0.406,0.000370247163388626,"6","NCOR1"
1.99097653919011e-08,0.536440644599047,0.281,0.244,0.000398434225022726,"6","BTN3A1"
2.32433454705472e-08,0.59771381400281,0.3,0.273,0.00046514582955659,"6","ZFAND6"
2.51970402320723e-08,0.374256328979277,0.478,0.485,0.00050424316912423,"6","TERF2IP"
2.53657981286182e-08,0.304349241608898,0.584,0.595,0.000507620352149907,"6","ARID4B"
3.09184096103365e-08,0.52153751975081,0.373,0.36,0.000618739213122055,"6","JOSD1"
3.26985487575371e-08,0.353684605782477,0.492,0.497,0.000654363357735832,"6","ROCK1"
3.45843418347869e-08,0.388256711238967,0.431,0.422,0.000692101848797755,"6","CYFIP2"
3.49985345149406e-08,0.473912365394847,0.422,0.414,0.000700390672712992,"6","RB1CC1"
3.66020660447219e-08,0.5109016910057,0.337,0.319,0.000732480545686975,"6","LMAN2"
3.79669942152105e-08,0.693245330523923,0.291,0.266,0.000759795488234793,"6","CREBBP"
4.0712929028075e-08,0.386519416296484,0.435,0.431,0.000814747135709837,"6","PPP1CA"
4.3194346766029e-08,0.554868482992362,0.295,0.265,0.000864405267481771,"6","KIAA2026"
4.78976647233509e-08,0.491215908517594,0.392,0.384,0.000958528066443698,"6","BIRC6"
4.83478332924392e-08,0.607023090111517,0.269,0.235,0.000967536839848293,"6","ARHGAP25"
4.90725251545143e-08,0.620669671692612,0.264,0.233,0.000982039373392141,"6","POLR2G"
5.51453744890296e-08,0.684499712168511,0.263,0.233,0.00110356923427446,"6","CCNT1"
7.26576705467608e-08,0.63575479608718,0.284,0.257,0.00145402530298178,"6","SP3"
7.31016296384723e-08,0.507264586563688,0.348,0.329,0.00146290981232511,"6","NUB1"
7.35504099846906e-08,0.275715516558815,0.603,0.634,0.00147189080461363,"6","DAZAP2"
9.18177005537757e-08,0.487917317339183,0.381,0.379,0.00183745582348216,"6","RAB2A"
1.333985835128e-07,0.649517459703233,0.26,0.231,0.00266957245325816,"6","CREBZF"
1.57718925031247e-07,0.543821677317313,0.288,0.26,0.00315627112772532,"6","PHPT1"
1.83923935193064e-07,0.448287501201661,0.405,0.396,0.0036806857910836,"6","IDI1"
1.84162164407198e-07,0.291495484679612,0.544,0.552,0.00368545323411684,"6","SAMHD1"
1.87420489794476e-07,0.440985129346481,0.391,0.378,0.00375065884176706,"6","RBMS1"
1.90589900306293e-07,0.585445057133413,0.288,0.261,0.00381408508492953,"6","CLDND1"
2.07791466699803e-07,0.486139094168083,0.339,0.324,0.00415832283159645,"6","TMED2"
2.22074845179776e-07,0.59824638970377,0.301,0.279,0.00444416180173768,"6","BRAF"
2.38016715448097e-07,0.437526250991528,0.465,0.48,0.00476319050954732,"6","KLF3"
2.55779582403193e-07,0.617485782839191,0.287,0.263,0.00511866100305269,"6","SLC25A36"
2.73656153737534e-07,0.34962003569809,0.511,0.527,0.00547640694859552,"6","SEPT9"
2.81566657989174e-07,0.619185728491307,0.303,0.281,0.00563471195967935,"6","LCOR"
3.28057193854647e-07,0.476532484057366,0.409,0.413,0.0065650805634192,"6","NIPBL"
3.79124145188925e-07,0.329823314363806,0.482,0.492,0.00758703239352077,"6","YY1"
4.2925120413706e-07,0.557407609401327,0.314,0.3,0.00859017509719084,"6","SSNA1"
4.43702433017279e-07,0.509062605899948,0.354,0.343,0.00887937308954179,"6","NME3"
4.52900676961576e-07,0.491740402316019,0.368,0.365,0.00906344834735506,"6","RBM5"
4.66232700446767e-07,0.317839100762386,0.511,0.54,0.0093302488013407,"6","TMEM59"
4.83980135523865e-07,0.420799914498779,0.444,0.446,0.00968541047210358,"6","SLTM"
4.86426719126243e-07,0.549208781279142,0.346,0.335,0.00973437150315437,"6","CNOT2"
5.2955012996847e-07,0.333544369412641,0.487,0.504,0.010597357200929,"6","SNRPB"
5.37370243858248e-07,0.563544718246738,0.299,0.277,0.0107538533200913,"6","FRYL"
5.38604900901518e-07,0.331740276360502,0.474,0.479,0.0107785612768412,"6","BLOC1S1"
5.69630317359682e-07,0.562026511671737,0.299,0.28,0.011399441911002,"6","NDUFS8"
6.16528322172627e-07,0.5142232418299,0.336,0.324,0.0123379647833186,"6","ABI1"
6.26266980052748e-07,0.570795399905925,0.267,0.241,0.0125328548048156,"6","PPM1B"
6.39793731771476e-07,0.260031968931516,0.576,0.613,0.0128035521602108,"6","SEC61G"
6.46690897276869e-07,0.301140042194046,0.477,0.486,0.0129415782363047,"6","VAMP8"
7.00997407232506e-07,0.498294305126671,0.377,0.374,0.0140283601135369,"6","RNPS1"
7.71015112865925e-07,0.417537237345449,0.402,0.397,0.0154295544386729,"6","CIR1"
7.94795038228102e-07,0.518949715063174,0.375,0.369,0.0159054383050208,"6","KMT2C"
7.97723342715884e-07,0.597895316506231,0.262,0.238,0.0159640395344303,"6","LRP10"
8.43914877313168e-07,0.608516123812284,0.285,0.263,0.0168884245247911,"6","DMTF1"
9.43843349476836e-07,0.488424621743341,0.375,0.371,0.0188881931097304,"6","SNHG9"
1.01704289279247e-06,0.467784293769586,0.388,0.387,0.020353062370563,"6","UBE2I"
1.09167854223102e-06,0.444240067372001,0.32,0.293,0.0218466709871272,"6","OPTN"
1.15276276879683e-06,0.363721530398311,0.447,0.456,0.0230690885291622,"6","EIF4A1"
1.23310393007614e-06,0.263686175383227,0.604,0.647,0.0246768758486837,"6","EIF4G2"
1.23694775044925e-06,0.371243673043256,0.473,0.496,0.0247537983819903,"6","RBM8A"
1.28928527032279e-06,0.358391357361661,0.451,0.458,0.0258011768296997,"6","CAP1"
1.50232893925129e-06,0.557394123324496,0.316,0.3,0.0300646067322967,"6","KIAA1109"
1.5249764164782e-06,0.276087332849906,0.562,0.587,0.0305178280465617,"6","DEK"
2.07170939936496e-06,0.468141117198799,0.368,0.358,0.0414590485000916,"6","CANX"
2.18150567188324e-06,0.656623044641053,0.274,0.254,0.0436562915057275,"6","DNMT1"
2.22375585789969e-06,0.330534785228659,0.51,0.544,0.0445018022282886,"6","HNRNPM"
2.45579874036395e-06,0.57706354431723,0.286,0.266,0.0491454443921633,"6","TRIP12"
2.51983859600458e-06,0.590042054075812,0.273,0.252,0.0504270099832436,"6","TSC22D4"
2.55621242595261e-06,0.456294266928445,0.347,0.338,0.0511549230681636,"6","PSMD8"
2.7309127328401e-06,0.476835067231453,0.327,0.316,0.054651025609596,"6","BUD31"
3.15031007147581e-06,0.502499799172183,0.362,0.358,0.063044005150374,"6","WDR82"
3.2203314601631e-06,0.567608357521434,0.303,0.285,0.0644452731807839,"6","THUMPD3-AS1"
3.32719386042513e-06,0.349854365200286,0.411,0.411,0.0665838035348276,"6","RAC1"
3.34472667118391e-06,0.618805780338377,0.271,0.253,0.0669346701437323,"6","ATP11B"
3.67800202671908e-06,0.598794204111814,0.27,0.251,0.0736041765587023,"6","COPS6"
3.72913422719279e-06,0.279350803442354,0.514,0.544,0.0746274341545821,"6","HNRNPD"
3.9674179577176e-06,0.292525161806278,0.482,0.5,0.0793959681698446,"6","POMP"
4.17482288006532e-06,0.298345949209957,0.505,0.548,0.0835465554758672,"6","JTB"
4.23354353862315e-06,0.687196809811969,0.253,0.23,0.0847216732949265,"6","PRKX"
4.26287269239545e-06,0.440235162845524,0.402,0.404,0.0853086083202177,"6","SREK1"
4.67134402137859e-06,0.251771797892914,0.639,0.685,0.0934829365558283,"6","BCLAF1"
5.02254164058691e-06,0.351299726806573,0.441,0.463,0.100511103311425,"6","SUMO1"
6.29252260164748e-06,0.481276815279016,0.368,0.369,0.125925962304169,"6","PJA2"
6.45736643223316e-06,0.528918790778514,0.273,0.255,0.12922481704185,"6","GLRX5"
6.5510949260883e-06,0.599214788685388,0.321,0.305,0.131100511660879,"6","GOLGB1"
7.27108311426861e-06,0.252202707615635,0.628,0.667,0.145508915282743,"6","MT-ND6"
7.32647623702398e-06,0.305572634794183,0.509,0.529,0.146617442455324,"6","HCLS1"
7.92819028139213e-06,0.547136534580777,0.256,0.233,0.158658943911219,"6","SLC20A1"
9.10679377552626e-06,0.34029637326505,0.414,0.415,0.182245157035831,"6","RSF1"
9.14003594232327e-06,0.528931244519601,0.254,0.23,0.182910399277773,"6","NCK1"
9.32871797010293e-06,0.536640897902313,0.269,0.249,0.1866863040177,"6","TMEM165"
9.40138942762125e-06,0.351077014083145,0.449,0.461,0.188140605225557,"6","PRDM2"
9.45902699989176e-06,0.506200213064155,0.321,0.31,0.189294048321834,"6","TIAL1"
9.6319355242791e-06,0.505959646805791,0.31,0.293,0.192754293711873,"6","ARHGEF3"
9.72084684791596e-06,0.531528856455859,0.272,0.252,0.194533587120494,"6","KLF12"
1.01828093255207e-05,0.627464008651349,0.479,0.512,0.203778380222321,"6","H1FX"
1.05431539736411e-05,0.539645396131435,0.25,0.225,0.210989597320506,"6","YAF2"
1.1374663825281e-05,0.568599861386535,0.288,0.274,0.227629772471523,"6","TRIM33"
1.15804845868261e-05,0.468237026984506,0.325,0.319,0.231748657551565,"6","PDAP1"
1.16712682287634e-05,0.549217732360959,0.269,0.251,0.233565419794013,"6","MYDGF"
1.19571754877423e-05,0.416598668643593,0.356,0.355,0.2392869958607,"6","TMEM160"
1.2041919030148e-05,0.576668114783195,0.266,0.25,0.240982883631321,"6","TOX4"
1.21337189225024e-05,0.403999288288591,0.391,0.401,0.242819983077117,"6","GNB1"
1.21691329897367e-05,0.471537437198878,0.314,0.302,0.24352868939061,"6","DCTN3"
1.39633162037356e-05,0.406654084091326,0.401,0.407,0.279433883869157,"6","ARHGDIA"
1.55103709338356e-05,0.337094817308797,0.439,0.459,0.310393543127917,"6","CCDC85B"
1.57177185393653e-05,0.48649323072578,0.314,0.303,0.314542983409779,"6","CLINT1"
1.68015439960811e-05,0.494729125480009,0.316,0.304,0.336232498449576,"6","WDR26"
1.68046144499723e-05,0.314881102662095,0.506,0.548,0.336293944372845,"6","SRSF9"
1.69927280686544e-05,0.610120503447092,0.25,0.228,0.340058474109911,"6","CCDC82"
1.71192107221163e-05,0.417944079724333,0.36,0.361,0.342589644970992,"6","SELENOT"
1.71733721905376e-05,0.493870873381557,0.309,0.293,0.343673524277039,"6","CCDC186"
1.84716276034891e-05,0.568385904660306,0.267,0.25,0.369654211601024,"6","BANF1"
1.87091905226033e-05,0.513341077132381,0.254,0.233,0.374408320738338,"6","PPP6R1"
1.92135220329348e-05,0.567711844294634,0.251,0.23,0.384501002923091,"6","MYO9B"
1.95323116150004e-05,0.52251260007468,0.302,0.286,0.390880620039387,"6","SFT2D2"
2.07700515240106e-05,0.427588104278298,0.373,0.373,0.4156502710985,"6","GLG1"
2.16948757043589e-05,0.346988062588062,0.452,0.467,0.43415785259563,"6","ADAR"
2.31706647204621e-05,0.315817223869059,0.493,0.525,0.463691342385888,"6","U2SURP"
2.64237590130723e-05,0.574496686942956,0.295,0.283,0.528792265369602,"6","EIF4H"
2.78831186180106e-05,0.371652642322266,0.373,0.37,0.557996969783629,"6","CENPC"
2.90517126875223e-05,0.422416491954892,0.332,0.323,0.581382874302696,"6","DDHD1"
3.10357140163031e-05,0.417848516673104,0.364,0.362,0.621086708894258,"6","NASP"
3.19720534696089e-05,0.437278459704569,0.362,0.364,0.639824734033812,"6","CRBN"
3.25993164023153e-05,0.362468908937175,0.448,0.474,0.652377519843133,"6","WAC"
3.29220718084944e-05,0.548636909643223,0.279,0.266,0.65883650103159,"6","DYRK1A"
3.59297373317968e-05,0.531229428207852,0.264,0.246,0.719025903483918,"6","PUM2"
3.81611673321292e-05,0.321761689928468,0.409,0.404,0.763681280650569,"6","LINC00861"
3.9213489781309e-05,0.320185636944267,0.432,0.446,0.784740357503556,"6","ICAM3"
3.97012147752562e-05,0.283266342199756,0.546,0.583,0.794500710082428,"6","CYTIP"
4.02196576694269e-05,0.260145183006153,0.513,0.554,0.804875789280572,"6","COPS9"
4.06035459938892e-05,0.40628733283955,0.401,0.406,0.81255816242971,"6","SMG1"
4.25949830822336e-05,0.30971503866613,0.457,0.475,0.85241080144166,"6","HNRNPUL1"
4.42357492389522e-05,0.269653469310608,0.576,0.626,0.885245813769912,"6","GPBP1"
4.72394340702564e-05,0.308219570253999,0.471,0.494,0.945355554613972,"6","SPCS3"
4.86701734963013e-05,0.538544542373346,0.271,0.255,0.973987512007982,"6","SMC5"
4.90245097675146e-05,0.488854534580875,0.316,0.309,0.981078489467502,"6","NCKAP1L"
5.04839563990611e-05,0.468769110255537,0.283,0.265,1,"6","VASP"
5.33723772337957e-05,0.386406425915385,0.431,0.456,1,"6","SELENOW"
5.73740420619639e-05,0.255295728149709,0.537,0.57,1,"6","MYH9"
5.74699252513522e-05,0.465669428418416,0.324,0.315,1,"6","POLR2A"
5.81583513739048e-05,0.446421991396763,0.323,0.315,1,"6","CSK"
5.98063739607468e-05,0.55752941447418,0.253,0.235,1,"6","SMC1A"
6.1373992132685e-05,0.519059267017881,0.267,0.249,1,"6","TRIM56"
6.38393018479455e-05,0.37359728744024,0.37,0.366,1,"6","YWHAQ"
6.44787595116547e-05,0.308389437045655,0.454,0.475,1,"6","GLS"
6.64864958594968e-05,0.583016292607069,0.254,0.237,1,"6","PTK2B"
7.0939303220996e-05,0.492437263710689,0.273,0.257,1,"6","NRDC"
7.61397122361895e-05,0.396381407778529,0.32,0.31,1,"6","CAPNS1"
8.095854886081e-05,0.54831182364791,0.253,0.236,1,"6","HECTD1"
8.32245250073083e-05,0.291532463386533,0.498,0.535,1,"6","PAPOLA"
8.36726790316433e-05,0.462372367871189,0.313,0.307,1,"6","AFF4"
8.59209521717474e-05,0.297041684527728,0.487,0.511,1,"6","TAX1BP1"
9.02389160166717e-05,0.492675719604972,0.284,0.272,1,"6","WDR1"
0.000105219050334115,0.475598248523771,0.277,0.266,1,"6","NCBP2-AS2"
0.00010612224296902,0.467868790101648,0.331,0.322,1,"6","MT-ATP8"
0.000126598388014099,0.483423503072415,0.321,0.319,1,"6","ZNF655"
0.000126987564420311,0.302820883764477,0.527,0.561,1,"6","CLK1"
0.000128937425939002,0.490876676651614,0.285,0.277,1,"6","LRPAP1"
0.000129417520548847,0.336646025394869,0.471,0.496,1,"6","TAF7"
0.000129705963203275,0.377121401937624,0.376,0.378,1,"6","CKLF"
0.00013085798419632,0.491048123722365,0.318,0.32,1,"6","DYNLT1"
0.000134376483145182,0.391672647853646,0.361,0.358,1,"6","GLRX"
0.000161652027812487,0.468348319426538,0.268,0.252,1,"6","RASAL3"
0.00017005966261241,0.35652274860761,0.457,0.488,1,"6","YTHDC1"
0.000172493274172236,0.321692562294793,0.478,0.496,1,"6","ZNF292"
0.000201567746560327,0.399790335069078,0.336,0.341,1,"6","STUB1"
0.000238740306302665,0.362810593951779,0.423,0.45,1,"6","MED10"
0.000240699928998112,0.449348148659538,0.285,0.276,1,"6","AP2B1"
0.000242071587244652,0.289221214667224,0.443,0.455,1,"6","GNG5"
0.000244705377965726,0.512440673783812,0.25,0.238,1,"6","MAF1"
0.000250025879794835,0.440345519216073,0.283,0.273,1,"6","FGD3"
0.000261039609632086,0.422976434169301,0.3,0.288,1,"6","BCL9L"
0.000285400469246744,0.48107515392115,0.307,0.302,1,"6","MAT2B"
0.00028654401684225,0.351953521348595,0.383,0.397,1,"6","LSM3"
0.000301133490592909,0.49041986436329,0.288,0.283,1,"6","USF2"
0.00030120728123606,0.672060206314066,0.337,0.343,1,"6","TSPYL2"
0.000335680087857781,0.536826490826945,0.252,0.238,1,"6","PHACTR4"
0.000337837258239437,0.518656351946149,0.268,0.258,1,"6","HUWE1"
0.000353182274800634,0.475821832255008,0.325,0.329,1,"6","BIRC2"
0.00035707094924442,0.261998067107079,0.513,0.563,1,"6","PARK7"
0.000365560482750604,0.300677711831052,0.405,0.423,1,"6","COPE"
0.00038210776108194,0.460182456467273,0.312,0.31,1,"6","RAB14"
0.000447242462072062,0.398378188912822,0.328,0.327,1,"6","RSBN1L"
0.000453578157178836,0.515074117706661,0.251,0.24,1,"6","LUC7L"
0.000461439701174404,0.345454543337882,0.41,0.431,1,"6","TRAPPC1"
0.000467711124697567,0.523983956185968,0.271,0.263,1,"6","MED13"
0.00047632785849272,0.401871719892283,0.3,0.287,1,"6","MIS18BP1"
0.000489917553334607,0.466250384906059,0.26,0.251,1,"6","RNF126"
0.00049060503106646,0.495047510789902,0.277,0.269,1,"6","ZBTB8OS"
0.000494486048168374,0.36428184576622,0.359,0.368,1,"6","CWC15"
0.000495586803996417,0.474597695866414,0.327,0.331,1,"6","DNTTIP2"
0.000503950669466624,0.453035060072976,0.259,0.246,1,"6","FNIP1"
0.000506236502118895,0.404528772984691,0.353,0.36,1,"6","NR3C1"
0.000506778977380939,0.420141499119276,0.312,0.31,1,"6","ANAPC11"
0.000598250608381923,0.271276011266675,0.488,0.535,1,"6","PSMB1"
0.00060244111037977,0.359967905917824,0.333,0.337,1,"6","CCDC12"
0.000634231725463952,0.513239764774844,0.275,0.269,1,"6","COPA"
0.000682786358543463,0.491724555345063,0.258,0.249,1,"6","CAND1"
0.000706911590408588,0.383221630663669,0.347,0.357,1,"6","GRK2"
0.00071229683314078,0.263817866925633,0.446,0.464,1,"6","PSME2"
0.000718680619136158,0.419628733519516,0.304,0.301,1,"6","TMOD3"
0.000728135981323819,0.331117972252441,0.435,0.459,1,"6","HNRNPR"
0.000784669553856254,0.335732476070944,0.422,0.443,1,"6","DHX36"
0.000890952613982199,0.385581149679538,0.292,0.284,1,"6","SPATA13"
0.000934165282651334,0.467583019586142,0.291,0.287,1,"6","ANKRD49"
0.000959734829195646,0.258718729511211,0.501,0.538,1,"6","SLC38A1"
0.000996662600393661,0.456615945875305,0.252,0.241,1,"6","GON4L"
0.0010091514797359,0.385997245244939,0.38,0.393,1,"6","TMF1"
0.0010201319109735,0.473577314694596,0.281,0.28,1,"6","C1D"
0.00109449646888859,0.468010261127422,0.255,0.249,1,"6","RAB5C"
0.00110275209633381,0.262413495919271,0.454,0.487,1,"6","PRR13"
0.00121856860044245,0.432441987015147,0.257,0.243,1,"6","GPRIN3"
0.00125252107225204,0.525667553093679,0.257,0.251,1,"6","FLI1"
0.00126336210573674,0.499446429520801,0.258,0.252,1,"6","DOCK11"
0.00129732403540572,0.417585706252013,0.361,0.368,1,"6","BDP1"
0.00133338857459697,0.479002126374177,0.27,0.263,1,"6","SUPT16H"
0.00134299785618386,0.523173276677173,0.257,0.25,1,"6","MED6"
0.00156993445969111,0.486535136653837,0.267,0.262,1,"6","CCNK"
0.00158788005324006,0.47747759595925,0.272,0.269,1,"6","CCNDBP1"
0.00189453930391137,0.519913529805025,0.251,0.245,1,"6","PIN1"
0.00217998902572458,0.430537491725808,0.342,0.351,1,"6","ATG12"
0.00218545317108632,0.455889115104386,0.262,0.256,1,"6","MAN1A2"
0.00220158781917879,0.343289085543276,0.403,0.422,1,"6","TUT4"
0.00235468673751305,0.415430741311909,0.304,0.305,1,"6","KPNA4"
0.00239765863763131,0.517276374845124,0.254,0.251,1,"6","RAB7A"
0.00239855591408022,0.445359749944697,0.255,0.249,1,"6","EMC7"
0.00249811894690288,0.45605224768214,0.301,0.304,1,"6","NFATC2IP"
0.00249878495992939,0.256510725113292,0.456,0.479,1,"6","CALR"
0.00255236377355361,0.336376159648636,0.415,0.446,1,"6","WASF2"
0.00255304414130841,0.310537931260293,0.41,0.43,1,"6","DOCK8"
0.00265290428230869,0.510272441596068,0.251,0.245,1,"6","FYTTD1"
0.00290683112091017,0.334476279177276,0.353,0.362,1,"6","TMC8"
0.00296683893354821,0.454238915973896,0.279,0.276,1,"6","SPEN"
0.00302054518360673,0.44044306725157,0.308,0.311,1,"6","BRWD1"
0.00307273470040847,0.474393614802728,0.274,0.272,1,"6","ACIN1"
0.00318382052699162,0.302660840216978,0.453,0.492,1,"6","TRA2A"
0.00337487441518181,0.330717040932845,0.332,0.341,1,"6","LAMTOR1"
0.00337971633869749,0.275721059991435,0.477,0.509,1,"6","MDM4"
0.00367734885376891,0.392554630850156,0.282,0.275,1,"6","ZBTB38"
0.0038535946826308,0.299924160615118,0.39,0.41,1,"6","SEMA4D"
0.00387676813840665,0.401046734583593,0.293,0.294,1,"6","CUL3"
0.00397793053051276,0.435790082009109,0.307,0.31,1,"6","BAZ2A"
0.00400987080903548,0.444003733341535,0.274,0.275,1,"6","TBCB"
0.00411072272399804,0.359001655242998,0.391,0.413,1,"6","STAG2"
0.0042736475649261,0.453793910206408,0.265,0.262,1,"6","IRF2"
0.00445816836196911,0.343927861299453,0.314,0.318,1,"6","CASP4"
0.00460403967224754,0.457997740916132,0.251,0.246,1,"6","SMARCC1"
0.00481765461569394,0.38673619850447,0.306,0.311,1,"6","HNRNPAB"
0.00507045365244174,0.48177174655078,0.261,0.259,1,"6","KLHL24"
0.00510548316395787,0.40580179625241,0.327,0.337,1,"6","RPS6KA3"
0.00512990153708448,0.279117138676846,0.423,0.45,1,"6","PTBP3"
0.00542768004233163,0.351359449200927,0.378,0.397,1,"6","MECP2"
0.00551119942957135,0.430358078047229,0.284,0.284,1,"6","ZNF148"
0.00554323377273169,0.422947818421092,0.315,0.326,1,"6","ACP1"
0.005858511799814,0.280650387721771,0.435,0.466,1,"6","RABAC1"
0.0062679080758874,0.365154376083399,0.341,0.352,1,"6","MYLIP"
0.00637508949677335,0.418141006608712,0.261,0.257,1,"6","OTULIN"
0.00644447212925869,0.460114574528644,0.27,0.27,1,"6","CSNK2A1"
0.00645737902085508,0.422106441498096,0.34,0.356,1,"6","ARID1A"
0.00659023160969707,0.266375861581581,0.452,0.485,1,"6","USP16"
0.00665502559236542,0.446897929233224,0.289,0.294,1,"6","HERC1"
0.00679369649844763,0.480715925634641,0.257,0.257,1,"6","PSMD13"
0.00719009911459922,0.382814535020402,0.304,0.305,1,"6","UPF3A"
0.00722855750706364,0.427273720663256,0.268,0.271,1,"6","SNRPC"
0.00787183915872802,0.461800490192887,0.29,0.297,1,"6","CDC40"
0.00796375763166446,0.34972501573231,0.315,0.32,1,"6","RFC1"
0.00802696016944759,0.440105940880772,0.256,0.255,1,"6","ATXN2L"
0.00909384530109181,0.253936895000842,0.519,0.573,1,"6","POLR2J3.1"
0.0098052331097378,0.490318059847209,0.255,0.254,1,"6","EIF4EBP2"
0,6.4062640113398,0.994,0.046,0,"7","IGHM"
0,5.02077286657789,0.959,0.041,0,"7","MS4A1"
